tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T01911,11071,3,car,mid,solo,weekend
T01912,9587,7,train,eco,family,eco
T01913,18761,7,bicycle,eco,couple,eco
T01914,10684,7,train,eco,couple,eco
T01915,17419,7,bus,eco,family,eco
T01916,45991,5,flight,luxury,couple,luxury
T01917,3198,2,train,budget,couple,budget
T01918,8682,3,train,budget,family,weekend
T01919,10748,4,train,eco,family,eco
T01920,38157,7,flight,luxury,family,luxury
T01921,7184,3,car,mid,family,weekend
T01922,18756,4,train,eco,family,eco
T01923,48955,14,flight,luxury,solo,luxury
T01924,9920,2,car,budget,couple,weekend
T01925,13784,5,bicycle,eco,group,eco
T01926,7426,1,bus,budget,couple,budget
T01927,12938,4,train,eco,couple,eco
T01928,14347,3,train,budget,family,weekend
T01929,4692,1,bus,budget,family,budget
T01930,17568,5,bicycle,eco,family,eco
T01931,58637,7,flight,luxury,solo,luxury
T01932,10561,4,train,eco,group,eco
T01933,79173,14,car,luxury,group,luxury
T01934,10373,5,train,eco,couple,eco
T01935,11048,4,bus,eco,couple,eco
T01936,45597,14,flight,luxury,family,luxury
T01937,12136,2,train,budget,group,weekend
T01938,5615,3,train,budget,couple,budget
T01939,8588,2,car,mid,family,weekend
T01940,79549,5,flight,luxury,couple,luxury
T01941,5209,1,train,budget,solo,budget
T01942,78157,7,flight,luxury,family,luxury
T01943,6366,3,car,budget,family,weekend
T01944,52456,7,flight,luxury,family,luxury
T01945,4279,2,train,budget,couple,budget
T01946,40705,5,flight,luxury,family,luxury
T01947,49466,7,car,luxury,family,luxury
T01948,49818,7,car,luxury,family,luxury
T01949,2446,1,train,budget,family,budget
T01950,70324,14,car,luxury,family,luxury
T01951,6318,3,train,budget,solo,budget
T01952,63803,5,flight,luxury,group,luxury
T01953,5069,2,car,budget,family,weekend
T01954,64039,5,flight,luxury,family,luxury
T01955,62600,14,flight,luxury,family,luxury
T01956,34795,5,flight,luxury,solo,luxury
T01957,13982,5,train,eco,family,eco
T01958,65445,14,car,luxury,family,luxury
T01959,42944,5,car,luxury,group,luxury
T01960,3470,2,train,budget,couple,budget
T01961,7704,2,car,budget,group,weekend
T01962,6444,1,bus,budget,couple,budget
T01963,9517,2,car,mid,solo,weekend
T01964,55400,10,flight,luxury,couple,luxury
T01965,14095,5,bicycle,eco,couple,eco
T01966,4417,1,bus,budget,solo,budget
T01967,7191,3,car,mid,family,weekend
T01968,7038,1,bus,budget,solo,budget
T01969,3241,3,train,budget,couple,budget
T01970,7840,2,train,budget,family,weekend
T01971,12355,7,train,eco,family,eco
T01972,37196,14,car,luxury,family,luxury
T01973,12904,5,train,eco,group,eco
T01974,3593,3,train,budget,group,budget
T01975,5637,2,train,mid,couple,weekend
T01976,5479,3,car,budget,family,weekend
T01977,7174,1,train,budget,couple,budget
T01978,8318,3,train,budget,solo,weekend
T01979,59105,7,flight,luxury,family,luxury
T01980,13291,5,bicycle,eco,group,eco
T01981,13592,4,train,eco,couple,eco
T01982,2243,2,train,budget,couple,budget
T01983,16579,7,train,eco,solo,eco
T01984,79752,10,car,luxury,couple,luxury
T01985,66445,5,flight,luxury,group,luxury
T01986,7317,3,car,mid,family,weekend
T01987,12001,7,bus,eco,group,eco
T01988,14750,2,car,budget,family,weekend
T01989,14506,4,train,eco,couple,eco
T01990,35683,10,car,luxury,family,luxury
T01991,5897,2,train,budget,couple,budget
T01992,66455,7,car,luxury,group,luxury
T01993,5450,2,car,budget,couple,weekend
T01994,12380,7,train,eco,family,eco
T01995,3734,3,train,budget,family,budget
T01996,6362,3,train,budget,family,budget
T01997,7014,3,train,budget,couple,budget
T01998,3864,2,bus,budget,family,budget
T01999,7203,3,bus,budget,group,budget
T02000,7263,2,bus,budget,solo,budget
T02001,79930,10,car,luxury,couple,luxury
T02002,19713,7,bicycle,eco,couple,eco
T02003,10724,3,car,budget,couple,weekend
T02004,5705,1,train,budget,couple,budget
T02005,14018,5,bus,eco,couple,eco
T02006,59548,14,flight,luxury,family,luxury
T02007,33282,14,flight,luxury,family,luxury
T02008,9203,4,train,eco,family,eco
T02009,12620,5,train,eco,family,eco
T02010,7898,2,car,mid,couple,weekend
T02011,58497,14,flight,luxury,group,luxury
T02012,65593,14,flight,luxury,couple,luxury
T02013,6116,3,car,budget,family,weekend
T02014,3041,2,train,budget,couple,budget
T02015,7846,3,train,mid,family,weekend
T02016,5076,2,bus,budget,solo,budget
T02017,43590,10,car,luxury,group,luxury
T02018,12575,3,train,budget,family,weekend
T02019,5423,1,train,budget,couple,budget
T02020,75966,14,flight,luxury,solo,luxury
T02021,2712,3,bus,budget,group,budget
T02022,6769,2,car,budget,couple,weekend
T02023,19176,5,bicycle,eco,family,eco
T02024,5826,3,train,budget,family,budget
T02025,5000,2,car,budget,group,weekend
T02026,47049,10,car,luxury,family,luxury
T02027,56708,14,car,luxury,couple,luxury
T02028,5595,3,train,budget,group,budget
T02029,13844,3,train,budget,family,weekend
T02030,7182,2,train,mid,couple,weekend
T02031,55922,10,flight,luxury,family,luxury
T02032,8397,7,train,eco,solo,eco
T02033,12268,4,train,eco,family,eco
T02034,3213,1,train,budget,couple,budget
T02035,16490,5,bicycle,eco,family,eco
T02036,6923,1,train,budget,family,budget
T02037,12059,5,bus,eco,couple,eco
T02038,15980,7,train,eco,couple,eco
T02039,7991,1,bus,budget,couple,budget
T02040,2246,1,train,budget,group,budget
T02041,3778,2,train,budget,family,budget
T02042,17034,4,train,eco,group,eco
T02043,2350,1,train,budget,solo,budget
T02044,4159,2,train,budget,couple,budget
T02045,11272,7,bus,eco,couple,eco
T02046,44984,14,flight,luxury,couple,luxury
T02047,11208,7,bus,eco,couple,eco
T02048,47439,14,car,luxury,couple,luxury
T02049,12375,7,bus,eco,solo,eco
T02050,70520,10,flight,luxury,group,luxury
T02051,5995,2,train,budget,family,weekend
T02052,66636,7,flight,luxury,couple,luxury
T02053,4811,3,train,budget,family,budget
T02054,13602,7,bicycle,eco,couple,eco
T02055,3593,2,train,budget,family,budget
T02056,8651,2,car,mid,couple,weekend
T02057,6426,3,train,budget,family,budget
T02058,3731,3,train,budget,family,budget
T02059,11893,4,bus,eco,couple,eco
T02060,7297,3,train,budget,family,weekend
T02061,11880,3,car,budget,family,weekend
T02062,18588,7,bicycle,eco,family,eco
T02063,5175,2,train,budget,family,budget
T02064,6752,2,bus,budget,couple,budget
T02065,13036,2,car,budget,family,weekend
T02066,7020,3,train,mid,couple,weekend
T02067,9936,3,car,mid,group,weekend
T02068,9174,4,train,eco,family,eco
T02069,61193,10,flight,luxury,family,luxury
T02070,10803,2,train,mid,family,weekend
T02071,78834,14,flight,luxury,group,luxury
T02072,16343,5,bicycle,eco,family,eco
T02073,8670,3,train,mid,solo,weekend
T02074,5816,2,train,budget,couple,budget
T02075,57970,10,flight,luxury,family,luxury
T02076,52081,14,flight,luxury,family,luxury
T02077,9660,2,car,budget,group,weekend
T02078,71513,10,flight,luxury,family,luxury
T02079,10664,7,bicycle,eco,family,eco
T02080,11486,4,train,eco,family,eco
T02081,8696,7,train,eco,couple,eco
T02082,5866,2,train,budget,couple,budget
T02083,12861,2,train,budget,family,weekend
T02084,12036,3,car,mid,group,weekend
T02085,18893,5,train,eco,family,eco
T02086,50743,10,flight,luxury,family,luxury
T02087,12614,4,train,eco,couple,eco
T02088,5451,3,bus,budget,family,budget
T02089,79526,10,flight,luxury,solo,luxury
T02090,66127,5,flight,luxury,family,luxury
T02091,4414,1,bus,budget,family,budget
T02092,30167,7,car,luxury,group,luxury
T02093,41195,7,flight,luxury,family,luxury
T02094,69043,7,car,luxury,solo,luxury
T02095,34898,7,flight,luxury,family,luxury
T02096,5757,3,train,budget,family,weekend
T02097,19271,4,train,eco,family,eco
T02098,3576,3,train,budget,family,budget
T02099,58213,14,flight,luxury,family,luxury
T02100,71925,7,car,luxury,couple,luxury
T02101,18269,7,train,eco,couple,eco
T02102,8026,3,train,budget,family,weekend
T02103,3260,3,train,budget,couple,budget
T02104,10002,3,car,mid,family,weekend
T02105,11041,2,car,mid,family,weekend
T02106,7915,2,train,budget,family,budget
T02107,57278,5,flight,luxury,family,luxury
T02108,9171,2,car,budget,family,weekend
T02109,10075,4,train,eco,family,eco
T02110,12217,5,bus,eco,family,eco
T02111,11983,2,train,mid,couple,weekend
T02112,9781,7,bicycle,eco,couple,eco
T02113,72514,10,flight,luxury,group,luxury
T02114,69080,10,flight,luxury,couple,luxury
T02115,2772,2,bus,budget,family,budget
T02116,15969,5,train,eco,family,eco
T02117,5284,1,train,budget,solo,budget
T02118,5841,2,car,budget,solo,weekend
T02119,8268,7,train,eco,solo,eco
T02120,5998,3,train,budget,family,weekend
T02121,2494,3,bus,budget,couple,budget
T02122,63250,10,flight,luxury,couple,luxury
T02123,68154,7,flight,luxury,solo,luxury
T02124,8350,3,train,budget,family,weekend
T02125,8431,5,train,eco,family,eco
T02126,6587,2,train,budget,couple,budget
T02127,8107,3,train,budget,family,weekend
T02128,3976,2,bus,budget,family,budget
T02129,6486,2,train,mid,couple,weekend
T02130,38108,5,flight,luxury,couple,luxury
T02131,13183,2,car,budget,family,weekend
T02132,11919,5,train,eco,couple,eco
T02133,58396,14,flight,luxury,family,luxury
T02134,2676,2,bus,budget,couple,budget
T02135,9138,2,car,mid,couple,weekend
T02136,12631,4,bus,eco,couple,eco
T02137,3908,2,train,budget,couple,budget
T02138,7329,2,train,mid,couple,weekend
T02139,8815,5,bicycle,eco,solo,eco
T02140,5900,3,train,mid,group,weekend
T02141,19324,7,train,eco,family,eco
T02142,16745,5,bicycle,eco,solo,eco
T02143,12535,3,car,budget,family,weekend
T02144,8266,2,car,budget,couple,weekend
T02145,4984,3,train,budget,family,budget
T02146,13737,2,car,mid,group,weekend
T02147,19614,7,bicycle,eco,family,eco
T02148,3427,3,bus,budget,family,budget
T02149,3114,1,train,budget,family,budget
T02150,6446,3,train,budget,group,budget
T02151,10067,2,train,mid,group,weekend
T02152,10075,5,bicycle,eco,family,eco
T02153,5554,1,train,budget,couple,budget
T02154,4898,3,train,budget,group,budget
T02155,5944,1,train,budget,family,budget
T02156,12542,7,train,eco,couple,eco
T02157,5680,3,car,budget,solo,weekend
T02158,14827,7,bus,eco,couple,eco
T02159,7339,1,bus,budget,couple,budget
T02160,15993,4,bus,eco,couple,eco
T02161,8035,4,train,eco,family,eco
T02162,13871,2,train,mid,group,weekend
T02163,6700,2,train,budget,couple,budget
T02164,56911,14,flight,luxury,family,luxury
T02165,10218,3,car,budget,family,weekend
T02166,19891,4,train,eco,couple,eco
T02167,14261,4,train,eco,solo,eco
T02168,3622,1,bus,budget,couple,budget
T02169,54271,5,car,luxury,group,luxury
T02170,2437,1,bus,budget,solo,budget
T02171,4791,2,train,budget,couple,budget
T02172,11877,7,train,eco,couple,eco
T02173,9950,2,train,budget,couple,weekend
T02174,13058,5,train,eco,solo,eco
T02175,71733,7,flight,luxury,family,luxury
T02176,11557,7,bus,eco,family,eco
T02177,66826,14,flight,luxury,couple,luxury
T02178,2670,1,bus,budget,solo,budget
T02179,2038,3,train,budget,couple,budget
T02180,2358,3,train,budget,family,budget
T02181,17386,5,bus,eco,couple,eco
T02182,4448,2,train,budget,couple,budget
T02183,6201,3,train,budget,family,budget
T02184,6152,3,car,budget,group,weekend
T02185,12620,2,car,budget,solo,weekend
T02186,41267,7,car,luxury,couple,luxury
T02187,5307,1,bus,budget,family,budget
T02188,3079,2,bus,budget,family,budget
T02189,43663,7,flight,luxury,family,luxury
T02190,6377,2,car,budget,solo,weekend
T02191,36111,7,car,luxury,couple,luxury
T02192,6081,2,car,budget,family,weekend
T02193,14102,4,bus,eco,family,eco
T02194,17807,7,bus,eco,family,eco
T02195,60388,10,flight,luxury,couple,luxury
T02196,5786,1,train,budget,group,budget
T02197,6969,3,train,budget,family,budget
T02198,8633,2,car,mid,group,weekend
T02199,2306,1,train,budget,solo,budget
T02200,49126,14,car,luxury,solo,luxury
T02201,38079,10,car,luxury,group,luxury
T02202,8123,3,car,budget,couple,weekend
T02203,6608,1,train,budget,solo,budget
T02204,38971,10,flight,luxury,couple,luxury
T02205,42087,10,flight,luxury,solo,luxury
T02206,61298,10,flight,luxury,couple,luxury
T02207,5273,2,bus,budget,family,budget
T02208,62909,5,flight,luxury,group,luxury
T02209,40657,14,car,luxury,family,luxury
T02210,8133,3,train,budget,group,weekend
T02211,8429,3,car,mid,solo,weekend
T02212,5252,1,train,budget,couple,budget
T02213,15129,4,train,eco,family,eco
T02214,16892,4,train,eco,family,eco
T02215,67012,7,flight,luxury,family,luxury
T02216,7850,1,bus,budget,couple,budget
T02217,52745,7,car,luxury,family,luxury
T02218,52967,14,car,luxury,family,luxury
T02219,17115,7,bicycle,eco,group,eco
T02220,16807,4,bicycle,eco,family,eco
T02221,14964,2,car,budget,family,weekend
T02222,73521,14,flight,luxury,family,luxury
T02223,16113,5,bus,eco,family,eco
T02224,16137,7,train,eco,family,eco
T02225,3836,3,train,budget,family,budget
T02226,8508,7,bicycle,eco,couple,eco
T02227,13318,7,train,eco,couple,eco
T02228,10690,7,train,eco,family,eco
T02229,14199,7,train,eco,family,eco
T02230,13537,2,car,budget,family,weekend
T02231,7009,2,train,budget,family,budget
T02232,10806,3,train,budget,family,weekend
T02233,3443,1,train,budget,family,budget
T02234,9429,4,train,eco,couple,eco
T02235,14808,2,train,mid,couple,weekend
T02236,31023,5,car,luxury,couple,luxury
T02237,16921,5,train,eco,family,eco
T02238,16990,5,train,eco,family,eco
T02239,9759,5,train,eco,couple,eco
T02240,2879,2,train,budget,family,budget
T02241,32255,5,flight,luxury,family,luxury
T02242,3964,1,bus,budget,family,budget
T02243,17530,7,bus,eco,solo,eco
T02244,12101,5,train,eco,couple,eco
T02245,11648,3,car,mid,family,weekend
T02246,7566,2,train,budget,solo,weekend
T02247,34318,14,car,luxury,family,luxury
T02248,67233,10,car,luxury,group,luxury
T02249,67397,14,flight,luxury,couple,luxury
T02250,38229,10,flight,luxury,family,luxury
T02251,31000,10,flight,luxury,solo,luxury
T02252,57756,5,car,luxury,couple,luxury
T02253,46560,7,flight,luxury,couple,luxury
T02254,2775,3,bus,budget,family,budget
T02255,13198,2,train,budget,couple,weekend
T02256,14004,3,car,budget,couple,weekend
T02257,3308,2,train,budget,couple,budget
T02258,9029,3,train,mid,family,weekend
T02259,35334,14,car,luxury,family,luxury
T02260,7640,2,train,budget,couple,budget
T02261,3668,3,train,budget,family,budget
T02262,7534,2,train,budget,family,budget
T02263,9276,2,car,mid,family,weekend
T02264,55297,5,car,luxury,family,luxury
T02265,8668,5,bicycle,eco,couple,eco
T02266,10947,5,train,eco,family,eco
T02267,15710,7,train,eco,couple,eco
T02268,36966,5,flight,luxury,family,luxury
T02269,14099,3,car,budget,family,weekend
T02270,5112,1,train,budget,solo,budget
T02271,3117,2,train,budget,family,budget
T02272,30666,14,flight,luxury,couple,luxury
T02273,74786,5,car,luxury,family,luxury
T02274,7703,2,train,budget,couple,budget
T02275,9321,7,bus,eco,family,eco
T02276,15709,5,bus,eco,family,eco
T02277,8197,3,car,mid,couple,weekend
T02278,13160,3,train,budget,family,weekend
T02279,7985,1,bus,budget,family,budget
T02280,32511,14,car,luxury,couple,luxury
T02281,7909,1,train,budget,family,budget
T02282,5407,1,train,budget,group,budget
T02283,13543,4,bus,eco,couple,eco
T02284,9570,3,car,budget,family,weekend
T02285,11732,2,train,mid,family,weekend
T02286,13315,2,car,mid,solo,weekend
T02287,13778,7,bus,eco,family,eco
T02288,15685,7,bus,eco,solo,eco
T02289,54259,7,flight,luxury,solo,luxury
T02290,8942,3,car,mid,family,weekend
T02291,15354,5,train,eco,couple,eco
T02292,3886,2,bus,budget,family,budget
T02293,6074,3,train,mid,couple,weekend
T02294,32301,10,flight,luxury,family,luxury
T02295,19249,5,train,eco,family,eco
T02296,6264,3,train,budget,group,budget
T02297,56093,7,flight,luxury,family,luxury
T02298,73247,5,flight,luxury,couple,luxury
T02299,9261,2,car,budget,family,weekend
T02300,60320,14,flight,luxury,couple,luxury
T02301,48061,10,car,luxury,couple,luxury
T02302,19985,4,bus,eco,family,eco
T02303,10813,7,bus,eco,solo,eco
T02304,14471,2,train,mid,couple,weekend
T02305,4616,1,bus,budget,couple,budget
T02306,14018,2,train,mid,couple,weekend
T02307,34128,14,flight,luxury,family,luxury
T02308,48644,5,car,luxury,family,luxury
T02309,53660,10,flight,luxury,family,luxury
T02310,4159,2,train,budget,solo,budget
T02311,5424,2,bus,budget,family,budget
T02312,7877,3,train,mid,couple,weekend
T02313,13836,2,car,mid,solo,weekend
T02314,51105,10,flight,luxury,family,luxury
T02315,57625,14,flight,luxury,solo,luxury
T02316,52044,5,car,luxury,family,luxury
T02317,11821,3,car,budget,couple,weekend
T02318,16360,4,bicycle,eco,family,eco
T02319,6080,2,train,budget,family,budget
T02320,11943,4,train,eco,group,eco
T02321,3912,1,bus,budget,family,budget
T02322,3176,2,train,budget,couple,budget
T02323,16596,5,bus,eco,solo,eco
T02324,14628,2,train,mid,couple,weekend
T02325,5928,3,train,budget,solo,budget
T02326,4344,3,bus,budget,couple,budget
T02327,7484,2,car,mid,couple,weekend
T02328,66558,10,flight,luxury,group,luxury
T02329,7346,2,train,budget,solo,weekend
T02330,5994,3,car,mid,family,weekend
T02331,10631,3,car,budget,solo,weekend
T02332,3151,2,bus,budget,family,budget
T02333,7231,3,train,budget,family,budget
T02334,5971,3,bus,budget,group,budget
T02335,7901,3,bus,budget,family,budget
T02336,41642,10,car,luxury,solo,luxury
T02337,18093,7,bicycle,eco,couple,eco
T02338,32765,14,flight,luxury,group,luxury
T02339,5753,2,train,mid,group,weekend
T02340,5953,2,train,budget,couple,weekend
T02341,18313,5,bicycle,eco,couple,eco
T02342,37676,10,flight,luxury,couple,luxury
T02343,6390,2,train,budget,family,budget
T02344,53636,5,flight,luxury,family,luxury
T02345,11089,2,train,budget,solo,weekend
T02346,7324,1,train,budget,couple,budget
T02347,16945,4,train,eco,family,eco
T02348,62133,14,car,luxury,couple,luxury
T02349,38078,10,flight,luxury,group,luxury
T02350,8392,4,train,eco,family,eco
T02351,6789,3,bus,budget,solo,budget
T02352,74445,14,flight,luxury,couple,luxury
T02353,3738,2,train,budget,couple,budget
T02354,54248,14,car,luxury,group,luxury
T02355,5085,3,car,mid,family,weekend
T02356,4541,1,bus,budget,group,budget
T02357,6290,3,car,budget,couple,weekend
T02358,5117,2,train,mid,family,weekend
T02359,14345,7,train,eco,couple,eco
T02360,13876,7,train,eco,family,eco
T02361,10465,3,car,mid,couple,weekend
T02362,17467,7,train,eco,solo,eco
T02363,3389,3,train,budget,family,budget
T02364,10429,3,car,budget,family,weekend
T02365,12196,4,bus,eco,solo,eco
T02366,11012,5,bus,eco,couple,eco
T02367,14259,5,train,eco,family,eco
T02368,18126,5,train,eco,group,eco
T02369,14917,7,bus,eco,group,eco
T02370,14318,2,car,budget,family,weekend
T02371,4202,3,train,budget,group,budget
T02372,75993,14,car,luxury,family,luxury
T02373,3801,3,train,budget,family,budget
T02374,5960,3,bus,budget,family,budget
T02375,5038,1,train,budget,family,budget
T02376,14287,3,car,mid,solo,weekend
T02377,42232,5,flight,luxury,couple,luxury
T02378,7052,2,train,budget,family,budget
T02379,10437,3,train,budget,couple,weekend
T02380,12193,4,bicycle,eco,couple,eco
T02381,6092,2,train,budget,family,weekend
T02382,10622,3,car,budget,couple,weekend
T02383,4818,3,bus,budget,family,budget
T02384,8830,5,train,eco,couple,eco
T02385,15846,4,train,eco,group,eco
T02386,4055,2,train,budget,group,budget
T02387,6958,3,car,budget,couple,weekend
T02388,6848,2,bus,budget,group,budget
